Fecha,LluviaDiariaSantaFe,LluviaDiariaBuenosAires,LluviaDiariaCordoba,CotizacionDolar,PrecioPromedioDiarioMaizUSD,SuperficieSembradaMaizSantaFe,SuperficieSembradaMaizBuenosAires,SuperficieSembradaMaizCordoba,SuperficieCosechadaMaizSantaFe,SuperficieCosechadaMaizBuenosAires,SuperficieCosechadaMaizCordoba,ProduccionMaizSantaFe,ProduccionMaizBuenosAires,ProduccionMaizCordoba,RendimientoMaizSantaFe,RendimientoMaizBuenosAires,RendimientoMaizCordoba,PromedioIncendiosMensualesSantaFe,PromedioIncendiosMensualesBuenosAires,PromedioIncendioMensualesCordoba,VariacionMaizDiaAnterior,VariacionMaizTresDia,VariacionMaizSieteDias,LluviaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaTreintaDiasSantaFe,LluviaDiariaAcumuladaTreintaDiasBuenosAires,LluviaDiariaAcumuladaTreintaDiasCordoba,LluviaDiariaAcumuladaCuarentaCincoDiasSantaFe,LluviaDiariaAcumuladaCuarentaCincoDiasBuenosAires,LluviaDiariaAcumuladaCuarentaCincoDiasCordoba,LluviaDiariaAcumuladaSesentaDiasSantaFe,LluviaDiariaAcumuladaSesentaDiasBuenosAires,LluviaDiariaAcumuladaSesentaDiasCordoba,PrecioPromedioTreintaDiasMaiz,PrecioPromedioSesentaDiasMaiz,PrecioPromedioNoventaDiasMaiz,PrecioRealDiaSiguiente
20080806,0.0000,0.0000,0.0000,3.0000,133.3333,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0243900118975667793008679516,-0.1549295506843804744733730911,-0.1311387506287221210670946926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2000,0.5000,0.0000,6.9000,0.5000,0.0000,6.9000,3.3000,0.0000,159.4447,165.5159,163.9569,139.6333
20080807,0.0000,0.0000,0.0000,3.0100,139.5348,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0465112616278154069538517385,-0.0571970849542984131302732276,-0.0730255647320905325181535858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,6.9000,3.3000,0.0000,157.4181,164.5964,164.0196,150.1672
20080808,0.0000,0.0000,0.0000,3.0100,132.8903,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0476189452380338094869523588,-0.0265271782830612399877226521,-0.1022670015951533741561605838,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,6.9000,0.8000,0.0000,155.5151,164.8113,164.2956,149.8327
20080809,0.0000,0.0000,0.0000,3.0100,139.5016,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0497500570019030734372636679,0.0314137674044456011261874061,-0.0417827013783648103860339934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,6.9000,0.8000,0.0000,154.2582,163.8778,163.5977,133.7792
20080811,0.0000,0.0000,0.0000,2.9900,133.7792,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0410203180465313659484909134,-0.0257062724994519656045602288,-0.0806394544946893421240196774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,6.9000,0.8000,0.0000,151.1671,162.7466,163.0739,149.8327
20080812,0.0000,0.0000,0.0000,3.0000,139.6333,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0437594185045208821700234416,0.0313385171914003728970377262,-0.0124003517004750300543858589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,6.9000,0.8000,0.0000,150.2011,161.4097,162.4506,147.1571
20080813,0.0000,0.0000,0.0000,2.9900,150.1672,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0754397410932778928808529198,0.0910298292066073791134766287,0.1003112926080383394754804864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,6.9000,0.8000,0.0000,149.6449,160.4087,161.9753,151.3377
20080814,0.0000,0.0000,0.0000,2.9900,149.8327,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0022275170609826912934382475,0.0611889568834389372295225669,0.0825618520793481109413662549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,6.9000,0.8000,0.0000,148.5763,160.1161,161.7343,147.1571
20080815,0.0000,0.0000,0.0000,2.9900,133.7792,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.1071428333067481264103229802,-0.087108071001007203277641452,-0.049612057412519202780037857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,6.9000,0.8000,0.0000,148.6391,159.8304,161.4962,150.1672
20080819,0.0000,0.0000,0.0000,2.9900,149.8327,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.1199999700999856479931110367,0.0362373383134411040089298908,0.0706886140895594913552545546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.2000,0.5000,0.0000,6.9000,0.5000,0.0000,146.9702,159.1263,160.9528,145.1505
20080820,0.0000,1.0000,0.0000,2.9900,147.1571,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.017857250119633431153546589,0.0185183988911154966517058928,0.0336908453658856232437109763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.2000,0.5000,0.0000,6.9000,0.5000,0.0000,147.1065,158.8818,160.5846,145.4849
20080821,0.0000,0.0000,0.0000,2.9900,151.3377,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0284090947701470061587242478,0.0539595467640429093087014154,0.0549527206936913987851198997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.2000,0.0000,6.2000,0.5000,0.0000,6.9000,0.5000,0.0000,147.1088,158.5811,160.2148,145.1505
20080822,0.0000,0.0000,0.0000,2.9900,147.1571,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0276243130429496417614381611,-0.0152928383826555364103250414,0.0081819257523367737718767761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.2000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,147.2927,158.4001,159.9002,150.1672
20080825,0.0000,0.0000,0.0000,2.9900,150.1672,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0204550103256995415103994303,0.0108822603471453840991141292,0.0212838556338866317737621564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,146.4041,156.6038,159.5093,145.4849
20080826,0.0000,0.0000,0.0000,2.9900,145.1505,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0334074285196767336675385837,-0.0294442141300132393650454017,-0.0128346117715022884805905425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,146.5752,155.9085,159.2809,142.6666
20080827,0.0000,0.0000,0.0000,2.9900,145.4849,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0023038156947444204463642909,-0.0136055205855791109459792964,-0.0060387582637398781844099273,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,146.5132,155.0548,159.0092,140.0000
20080828,0.0000,0.0000,0.0000,2.9900,145.1505,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0022985203275391466743284011,-0.0121394474533498668111304244,-0.0195251856821159230761510902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,146.2148,154.8094,158.7540,139.6666
20080829,0.0000,0.0000,0.0000,2.9900,150.1672,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0345620580018670276712791206,0.0337681875434703142070452486,0.0189659801959083176215702715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,145.8367,154.5679,158.5021,133.3333
20080901,0.0000,0.0000,0.0000,2.9900,145.4849,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0311805773830769968408547273,-0.0098635988081739989736902641,-0.015678100967209931500129855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,145.5899,152.9915,158.2583,166.6666
20080902,0.0000,0.0000,0.0000,3.0000,142.6666,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0193717698537786395701547033,-0.0290442932959106865522118064,-0.0292546684496506141408953264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.4000,0.5000,0.0000,144.7718,152.2434,157.8886,139.5016
20080903,0.0000,0.0000,0.0000,3.0000,140.0000,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0186911302295001072430407678,-0.0417931062489462575974969811,-0.043222707097862110428110976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.2000,0.5000,0.0000,144.6761,151.4124,157.6119,132.4503
20080904,0.0000,0.0000,0.0000,3.0000,139.6666,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0023814285714285714285714286,-0.0213749105164877385691746964,-0.0359315991663976280158871185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,6.2000,0.5000,0.0000,143.1306,150.5991,157.0863,137.9537
20080905,0.0000,0.0000,0.0000,3.0000,133.3333,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0453458450338162452583509586,-0.052880758604817239089893951,-0.0746441154737355677907463133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.2000,0.0000,6.2000,0.5000,0.0000,143.2670,150.3188,156.7752,134.8684
20080906,0.0000,0.0000,0.0000,3.0000,166.6666,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.2499998124999531249882812471,0.21065356190158883815710367,0.1708001783497350795925332758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.2000,0.0000,0.6000,0.5000,0.0000,143.2670,149.4354,156.3640,141.4473
20080908,0.0000,0.0000,0.0000,3.0100,139.5016,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.1629900651960260784104313642,-0.0481312540300432259451197669,-0.0407412602855129917409408309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.6000,0.5000,0.0000,145.0531,149.3016,156.8185,147.3770
20080909,0.0000,0.0000,0.0000,3.0200,132.4503,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0505463736616640956089392523,-0.0959054747253422343268453009,-0.079584969854651890025767393,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.6000,0.5000,0.0000,145.0531,148.4215,156.3629,131.3725
20080910,0.0000,13.5000,0.0000,3.0300,137.9537,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0415506797644097446362899895,-0.0564440396380909605955973129,-0.0287735407855896448201471409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.6000,0.5000,0.0000,144.4802,147.3950,155.5706,139.6416
20080911,0.0000,0.0000,0.0000,3.0400,134.8684,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0223647499124706332631890265,-0.0129307821117837863156785367,-0.0459726987048240345498827221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.6000,0.5000,0.0000,144.6700,147.1590,154.8334,129.8701
20080912,0.0000,0.0000,0.0000,3.0400,141.4473,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0487801441998273872901287477,0.0470535373245254303031738653,0.0057805423486741961550748877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.6000,0.5000,0.0000,144.4534,146.8592,154.1405,137.0915
20080915,0.0000,0.0000,0.0000,3.0500,147.3770,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0419216202783651579068670805,0.067254786378139442594601484,0.0460523460659738403514343435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,144.2822,145.6262,153.9179,133.8888
20080916,0.0000,0.0000,0.0000,3.0600,131.3725,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.1085956424679563296850933321,-0.0698034212059825434802157318,-0.0806360395131329710759619776,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,144.4295,145.6689,153.8051,132.5732
20080917,0.0000,0.0000,0.0000,3.0700,139.6416,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0629439190089250033302251232,-0.0030271529911698518408517152,0.0129749003804052930928065388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,143.8360,145.3285,153.4249,130.2931
20080919,9.5000,0.0000,0.0000,3.0800,129.8701,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0699755660204409001329116825,-0.0687892261570573561435699756,-0.0580452524207583212207344483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.5000,0.0000,143.3728,145.1963,153.1951,126.6233
20080922,0.0000,0.0000,0.0000,3.0600,137.0915,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0556047927891023414935385435,0.0259184572502483260752107466,-0.0030026058392325397239318937,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.2000,0.0000,141.9210,144.6735,152.3507,110.0323
20080923,0.0000,0.0000,0.0000,3.0600,133.8888,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0233617693292436073717188885,-0.0121415670117697056983319364,-0.0254212366757605844176641345,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.2000,0.0000,141.6910,144.2718,151.7049,160.2564
20080924,0.0000,0.0000,0.0000,3.0700,132.5732,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0098260646148146820346436745,-0.0078103951000173630860789961,-0.0340135119718268808796355282,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.2000,0.0000,141.3364,143.8113,151.0057,165.4487
20080925,0.0000,0.0000,0.0000,3.0700,130.2931,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0171988003608572471660939013,-0.0314064925716168983790253337,-0.041775988540626657688728699,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.2000,0.0000,140.5366,143.5559,150.2722,158.2278
20080926,0.0000,0.0000,0.0000,3.0800,126.6233,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0281657278858205077628823015,-0.0425582431076500339882209454,-0.0517450585772930559258344756,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.0000,0.0000,9.8000,0.2000,0.0000,139.8613,143.2612,149.4838,162.8930
20081001,5.7000,8.0000,9.0000,3.0900,110.0323,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.1310264382621523842768274085,-0.1524885388467368576721945849,-0.1717835062543172897184202354,18.6000,18.0000,0.0000,18.6000,18.0000,0.0000,28.4000,18.0000,0.0000,28.4000,18.0000,0.0000,28.4000,18.0000,0.0000,138.1385,141.9551,147.8698,131.0344
20081003,1.5000,0.2000,0.0000,3.1200,160.2564,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.4564486973370546648575009338,0.3101809598998443106624986,0.2459232697407505761783209012,24.3000,27.0000,0.0000,24.3000,27.0000,0.0000,34.1000,27.0000,0.0000,34.1000,27.0000,0.0000,34.1000,27.0000,0.0000,136.0342,140.6713,146.2863,87.5786
20081004,3.3000,0.0000,0.0000,3.1200,165.4487,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0323999540735970607102118855,0.2505192586769863345023582053,0.2442978233024116027507024915,25.8000,27.0000,0.0000,25.8000,27.0000,0.0000,35.6000,27.0000,0.0000,35.6000,27.0000,0.0000,35.6000,27.0000,0.0000,137.1004,140.3361,146.0995,93.1677
20081006,0.0000,0.0000,0.0000,3.1600,158.2278,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0436443441380923512847184656,0.089379520784766237646802868,0.1548080012861846296349199961,24.9000,9.0000,0.0000,24.9000,9.0000,0.0000,38.9000,27.0000,0.0000,38.9000,27.0000,0.0000,38.9000,27.0000,0.0000,138.7420,141.2307,146.0585,92.0245
20081007,0.0000,0.0000,0.0000,3.1800,162.8930,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0294840729631581808000869632,0.0098073513910709521919257814,0.1594340685509898370519926284,10.5000,9.0000,0.0000,10.5000,9.0000,0.0000,38.9000,27.0000,0.0000,38.9000,27.0000,0.0000,38.9000,27.0000,0.0000,138.2732,141.6981,145.8189,105.1051
20081009,0.0000,0.0000,0.0000,3.1900,131.0344,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.195579920561350088708538734,-0.1920923937895819610559231518,-0.0952221529322198445295433522,4.8000,0.0000,0.0000,4.8000,0.0000,0.0000,38.9000,27.0000,0.0000,38.9000,27.0000,0.0000,38.9000,27.0000,0.0000,139.5727,142.5237,145.6271,95.5223
20081012,58.5000,0.0000,0.0000,3.1800,87.5786,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.3316365778757333952000390737,-0.4189256255374260873257677895,-0.3957214470468131647813503958,0.0000,19.0000,0.0000,0.0000,19.0000,0.0000,38.9000,46.0000,0.0000,38.9000,46.0000,0.0000,38.9000,46.0000,0.0000,139.8794,142.5275,144.9000,134.6268
20081023,0.0000,0.0000,0.0000,3.2200,93.1677,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0638181016823744613410125305,-0.2673690584158571555886408078,-0.3314268017343823169766570248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,103.0000,62.7000,0.0000,112.8000,62.7000,0.0000,112.8000,62.7000,0.0000,136.2590,139.8238,142.6396,143.1343
20081027,0.0000,0.0000,0.0000,3.2600,92.0245,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0122703469120736049081387648,-0.1145266528685066137833419452,-0.3280126592076457641747928712,24.5000,11.0000,0.0000,24.5000,11.0000,0.0000,127.5000,73.7000,0.0000,137.3000,73.7000,0.0000,137.3000,73.7000,0.0000,133.5798,137.5575,141.3145,95.5223
20081029,15.6000,0.0000,0.0000,3.3300,105.1051,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.1421425815951186912180995278,0.1559716069315337272171361451,-0.17367856476604737308910507,24.5000,12.5000,0.0000,24.5000,12.5000,0.0000,123.3000,57.2000,0.0000,137.3000,75.2000,0.0000,137.3000,75.2000,0.0000,128.9626,135.2908,139.8235,104.6153
20081031,0.0000,0.0000,0.0000,3.3500,95.5223,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0911735015712843620338118702,-0.0128502745289053670151255282,-0.1944204259334379157600239316,40.1000,12.5000,0.0000,40.1000,12.5000,0.0000,124.5000,57.2000,0.0000,152.9000,75.2000,0.0000,152.9000,75.2000,0.0000,126.5768,134.2846,138.9397,163.3027
20081101,0.0000,0.0000,0.0000,3.3500,134.6268,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.4093756117681420987559972907,0.380070999026488466331501692,0.2281456529014540893722299894,40.1000,12.5000,0.0000,40.1000,12.5000,0.0000,118.8000,48.2000,0.0000,152.9000,75.2000,0.0000,152.9000,75.2000,0.0000,125.1258,132.6192,137.6232,157.1865
20081102,0.0000,1.0000,0.0000,3.3500,143.1343,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0631932126441392055667965071,0.2808278017098667220276435016,0.3556963080369453388996879005,17.6000,1.5000,0.0000,17.6000,1.5000,0.0000,118.8000,48.2000,0.0000,152.9000,75.2000,0.0000,152.9000,75.2000,0.0000,125.9895,132.3512,137.5655,122.3241
20081103,0.0000,0.0000,0.0000,3.3500,95.5223,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.3326386477594818293029693092,-0.2323074104018555338919437618,-0.1098344918314930002197935911,15.6000,1.5000,0.0000,15.6000,1.5000,0.0000,117.3000,48.2000,0.0000,152.9000,75.2000,0.0000,152.9000,75.2000,0.0000,124.4330,132.4556,136.9720,125.3822
20081104,0.0000,0.0000,0.0000,3.2500,104.6153,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.0951924315055227941538258606,-0.1592288861492367461290804788,-0.0352994257696254658458733531,15.6000,1.5000,0.0000,15.6000,1.5000,0.0000,114.0000,48.2000,0.0000,143.4000,75.2000,0.0000,152.9000,75.2000,0.0000,118.0760,130.9842,136.1807,79.5107
20081106,0.0000,0.0000,0.0000,3.2700,163.3027,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,0.5609829537362125807601756148,0.4271721629413884445537196607,0.4835091945940993362408646493,0.0000,4.0000,0.0000,0.0000,4.0000,0.0000,114.0000,52.2000,0.0000,143.1000,79.2000,0.0000,152.9000,79.2000,0.0000,113.2022,128.7635,135.5519,85.3658
20081107,0.0000,0.0000,0.0000,3.2700,157.1865,453.6000,4743.2700,1440.0000,1134.1000,9828.2300,1276.8000,2538.6800,8306.0300,4560.9400,118.9000,662.4580,144.1000,86,860,13,-0.0374531468248840956089519647,0.2974881981992640882147631949,0.3070418831002218028178651051,0.0000,4.0000,0.0000,0.0000,4.0000,0.0000,114.0000,52.2000,0.0000,143.1000,79.2000,0.0000,152.9000,79.2000,0.0000,113.2394,129.9148,136.1482,78.5498
